,id,full_name,surname,name,paternal,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year,off,income_vs_salary,income_vs_family,land_vs_family,flat_vs_family,house_vs_family,cars_vs_family,link,,,name1,,
2961,chesno_1928,Ничипоренко Валентин Миколайович,Ничипоренко,Валентин,Миколайович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,138,931.00",2089984,232811,33755,0,0,0,0,906120,899420,0,0,0,0,12879784,0,0,269.4,0,114.2,0,0,3,2,1,0,"BMW X5 3000 куб.см, 150кВт, 485.7 см;Morgan Aero 8 4799 куб.см, 270 кВт, 412 см;Mercedes-Benz 320 3200 куб.см, 167 кВт, 481.8 см","Honda CR -V 2354 куб.см, 134 кВт, 457.4 см;Land Rover Range Rover 5000 куб.см, 375 кВт, 497.2 см",2003;2010;1997,2010;2011,парламент,4.892084137,1.835040051,0,1000000,1000000,0.6666666667,http://declarations.com.ua/declaration/chesno_1928,,,Ничипоренко,Валентин,Миколайович
11070,chesno_567,Ляшко Олег Валерійович,Ляшко,Олег,Валерійович,Кандидат у президенти,Президент,Загальнодержавний регіон,2011,"1,143,525.00",0,209518,0,0,0,0,0,0,0,35339,0,0,0,0,0,462.7,0,0,0,0,0,3,0,0,0,Land Rover Range Rover 3600 см3;Mercedes-Benz S 5500 см3;Toyota Prado 4000 см3,,2008;2006;2004,,офіс президента,5.457884287,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_567,,,Ляшко,Олег,Валерійович
13495,vulyk_1_1863,Яценюк Арсеній Петрович,Яценюк,Арсеній,Петрович,прем'єр-міністр україни,Кабінет міністрів (крім міністрів міністерств,Загальнодержавний регіон,2014,"1,147,352.00",817607,182000,0,0,0,0,0,965352,190050,0,0,0,0,2196282,100192,342,0,298,0,3012,0,1,1,0,0,Mercedes S;;;;;,Land Rover Range Rover;;,2010;;;;;,2012;;,кабмін,6.304131868,0.7126034556,0,0,0,1,http://declarations.com.ua/declaration/vulyk_1_1863,,,Яценюк,Арсеній,Петрович
2897,chesno_2332,Дубневич Ярослав Васильович,Дубневич,Ярослав,Васильович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,147,932.00",15402729,174505,0,0,0,0,0,421053,92113,0,0,0,0,2200609,1778379,285.76,1143.55,808.5,487.2,0,0,0,0,0,0,,,,,парламент,6.578218389,13.41780611,0,4.001784714,0.6025974026,0,http://declarations.com.ua/declaration/chesno_2332,,,Дубневич,Ярослав,Васильович
8451,chesno_558,Литвин Володимир Михайлович,Литвин,Володимир,Михайлович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,149,990.00",41046,286726,36382,401556,0,0,0,461708,0,0,0,0,0,749669,0,259.8,0,0,0,0,0,2,1,0,0,Toyota Land Cruiser 5663 см3;ГАЗ 21 2445 см3,Chrysler PT Cruiser 2429 см3,2008;1962,2007,парламент,4.010762889,0.03569248428,0,0,0,0.5,http://declarations.com.ua/declaration/chesno_558,,,Литвин,Володимир,Михайлович
3109,chesno_186,Пригодський Антон Вікентійович,Пригодський,Антон,Вікентійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,161,297.00",0,159287,0,0,0,0,0,816010,0,0,0,0,0,0,1760,645,0,429,0,0,0,8,0,0,0,"Bentley Continental 5998 см3, 422.9 кВт;BMW E66/780 5972 см3, 327 кВт;Chevrolet Express 5300 см3, 221.4 кВт;Hummer  6500 см3, 239 кВт;Land Rover  2498 см3, 89.7 кВт;Lexus LS 600 LC 4993 см3, 213.3 кВт;Lexus LX 570 5663 см3, 269.9 кВт;Porsche Cayenne 4511 см3, 331 кВт",,2005;2004;2004;2000;1997;2008;2008;2004,,парламент,7.290594964,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_186,,,Пригодський,Антон,Вікентійович
9904,vulyk_22_66,Базанов Олександр Юрійович,Базанов,Олександр,Юрійович,начальник гу дфс у київської області,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Київська область,2014,"1,165,299.00",804966,76619,9100,0,0,0,0,0,182716,0,0,0,0,0,0,119.46,75.6,0,0,2120,599,0,0,0,0,;,;;,;,2011;;,держслужба,15.20900821,0.6907806494,0.2825471698,0.6328478152,0,0,http://declarations.com.ua/declaration/vulyk_22_66,,,Базанов,Олександр,Юрійович
284,chesno_496,Балога Віктор Іванович,Балога,Віктор,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,166,419.00",270239,151151,240000,0,0,0,0,1015268,697,0,0,0,0,83878,0,0,158.9,0,314.1,0,0,0,0,0,0,,,,,парламент,7.716912227,0.2316826115,0,1000000,1000000,0,http://declarations.com.ua/declaration/chesno_496,,,Балога,Віктор,Іванович
5556,chesno_701,Балога Павло Іванович,Балога,Павло,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,167,835.00",515727,133290,14211,0,0,0,0,975000,0,0,0,0,0,0,80899,208.3,0,0,429.7,0,0,3,1,0,0,Audi A8 3.7 Quattro 369.7 см3;Audi Allroad 2671 см3;Mercedes-Benz S65 AMG 5980 см3,Mercedes-Benz S550 5462 см3,2006;2003;2008,2008,парламент,8.761610023,0.4416094739,0,0,1000000,0.3333333333,http://declarations.com.ua/declaration/chesno_701,,,Балога,Павло,Іванович
7067,vulyk_20_41,Івченко Ігор Васильович,Івченко,Ігор,Васильович,прокурор франківського району м. львова львівської області,Прокуратура,Львівська область,2014,"1,170,254.00",20000,165927,0,0,0,0,0,0,0,500,0,0,0,30872,0,110.5,0,99.5,0,968,0,1,1,0,0,Toyota Prado;;;,Volkswagen Polo;;;,2007;;;,2007;;;,прокуратура,7.052824435,0.01709030689,0,0,0,1,http://declarations.com.ua/declaration/vulyk_20_41,,,Івченко,Ігор,Васильович
590,chesno_2136,Козак Тарас Романович,Козак,Тарас,Романович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,173,676.00",0,1091623,0,0,0,0,0,82053,0,0,0,0,0,0,0,0,0,330.4,0,0,0,0,0,0,0,,,,,парламент,1.07516606,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2136,,,Козак,Тарас,Романович
1564,vulyk_4_1_6,Мельніченко Микола Миколайович,Мельніченко,Микола,Миколайович,заступник голови державної авіаційної служби,Державна авіаційна служба,Загальнодержавний регіон,2014,"1,175,153.00",589554,1109097,589554,2800,0,0,0,782,0,0,0,0,0,0,0,0,95.47,248,0,1500,0,1,1,0,0,Skoda Octavia Tour;,Volkswagen Golf;;;;,2005;,2008;;;;,держслужба,1.059558361,0.5016827596,0,1000000,0,1,http://declarations.com.ua/declaration/vulyk_4_1_6,,,Мельніченко,Микола,Миколайович
12561,vulyk_20_23,Парамонов Євген Вікторович,Парамонов,Євген,Вікторович,перший заступник військового прокурора західного регіону україни,Військова прокуратура,Львівська область,2014,"1,175,348.00",77641,374807,53078,0,0,0,0,184500,24563,4070,0,0,0,220000,0,67.1,67.1,0,0,0,0,0,0,0,0,;;;,;;;,;;;,;;;,прокуратура,3.135875264,0.06605788243,0,1,0,0,http://declarations.com.ua/declaration/vulyk_20_23,,,Парамонов,Євген,Вікторович
283,chesno_352,Балицький Євген Віталійович,Балицький,Євген,Віталійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,175,693.00",10327,13280,10327,0,0,0,0,0,0,0,0,0,0,0,0,52.1,0,207.2,0,0,0,1,2,0,0,"Mercedes-Benz GL550 5461 см3, 285 кВт","Skoda Octavia A5 1798 см3, 90 кВт;Toyota RAV4 1987 см3, 158 кВт",2008,2010;2010,парламент,88.5310994,0.008783755623,0,0,0,2,http://declarations.com.ua/declaration/chesno_352,,,Балицький,Євген,Віталійович
1171,vulyk_7_8,Радуцький Михайло Борисович,Радуцький,Михайло,Борисович,заступник голови київської міської державної адмінстрації,Київська міська державна адміністрація,м. Київ,2014,"1,179,009.48",131660.48,166961.9,111997.67,0,0,0,0,1012047.58,0,0,0,0,0,0,0,135,0,256,0,1500,0,3,2,0,0,Porsche Panamera;Mercedes-Benz CL-Class;Hyundai Santa FE;;,Audi Q7;Mercedes-Benz E-250;;;,2012;2014;2014;;,2010;2012;;;,адміністрація,7.061548054,0.1116704168,0,0,0,0.6666666667,http://declarations.com.ua/declaration/vulyk_7_8,,,Радуцький,Михайло,Борисович
6299,5505,Дмитрієва Оксана Олегівна,Дмитрієва,Оксана,Олегівна,Суддя,Адміністративний місцевий суд,Херсонська область,2013,"1,179,750.00",25974.85,15600,22347.93,0,0,0,0,0,0,0,3626.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nissan,Qashqai;;",;;,2010;;,;;,суд,75.625,0.02201724942,0,0,0,0,http://declarations.com.ua/declaration/5505,,,Дмитрієва,Оксана,Олегівна
8484,chesno_635,Сікора Ольга Мирославівна,Сікора,Ольга,Мирославівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,179,916.00",455165,26430,12720,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,235,0,0,3,2,0,0,Subaru Outback 2400 куб. см;Honda CR-V 2500 куб. см;Mercedes-Benz  2500 куб. см,Volkswagen Touareg 2500 ТДі;Renault Magnum,2005;2008;1995,2004;2005,парламент,44.64305713,0.3857605118,0,0,1000000,0.6666666667,http://declarations.com.ua/declaration/chesno_635,,,Сікора,Ольга,Мирославівна
7206,vulyk_25_36,Нефьодов Максим Євгенович,Нефьодов,Максим,Євгенович,заступник міністра економічного розвитку та торгівлі україни,Міністерство економічного розвитку і торгівлі / Міністерство економіки,Загальнодержавний регіон,2014,"1,186,096.00",0,1097936,0,0,0,0,0,50624,0,0,0,0,0,0,0,131.4,0,0,0,0,0,1,0,0,0,Infiniti EX 35;;;,;;;,2008;;;,;;;,міністерство,1.080296119,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_25_36,,,Нефьодов,Максим,Євгенович
11419,chesno_2466,Чекіта Геннадій Леонідович,Чекіта,Геннадій,Леонідович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"1,187,220.00",0,181683,0,0,0,0,0,1005537,0,0,0,0,0,0,10092844,0,0,0,0,0,0,2,0,0,0,ГАЗ 14 4250 куб.см;ГАЗ 14 5530 куб.см,,1981;1982,,парламент,6.534568452,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2466,,,Чекіта,Геннадій,Леонідович
2682,vulyk_1_1623,Сторожук Сергій Миколайович,Сторожук,Сергій,Миколайович,прокурор прокуратури Дарницького району м. Києва,Прокуратура,м. Київ,2014,"1,193,094.00",0,29916,0,0,0,0,0,0,0,0,0,0,0,0,0,98,58,0,0,0,0,0,1,0,0,;;;;;,Citroen C4;;;;;,;;;;;,2011;;;;;,прокуратура,39.88146811,0,0,0.5918367347,0,1000000,http://declarations.com.ua/declaration/vulyk_1_1623,,,Сторожук,Сергій,Миколайович
2995,chesno_388,Кучерук Микола Герасимович,Кучерук,Микола,Герасимович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"1,197,665.30",54365.53,397665.3,34994,0,0,0,0,8.00E+05,0,0,0,1451000,885.53,250000,744328,68.9,92.5,0,228,0,0,2,2,0,0,"Mercedes-Benz GL450 4663 куб. см, 2500 кВт, 5081 см;Mercedes-Benz E240 2670 куб. см, 1772 кВт, 4818 см","Toyota Avensis 1997 куб. см, 108 кВт, 4630 см;Mercedes-Benz Vito 2151 куб. см, 60 кВт, 4660 см",2008;2004,2010;2000,парламент,3.011742035,0.04539292405,0,1.342525399,1000000,1,http://declarations.com.ua/declaration/chesno_388,,,Кучерук,Микола,Герасимович
1579,vulyk_4_2_48,Залєтов Олександр Миколайович,Залєтов,Олександр,Миколайович,"член національної комісії, що здійснює державне регулювання у сфері ринків фінансових послуг","Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг",Загальнодержавний регіон,2014,"1,201,773.00",22500,79627,0,70400,5000,0,0,750000,4500,0,0,0,0,0,0,167.4,137.3,0,159.5,0,1339,1,0,0,0,Hyundai Accent;;;;,;;;;,2011;;;;,;;;;,держкомісія,15.09253143,0.01872233775,1000000,0.8201911589,1000000,0,http://declarations.com.ua/declaration/vulyk_4_2_48,,,Залєтов,Олександр,Миколайович
5611,chesno_1887,Головко Валерій Анатолійович,Головко,Валерій,Анатолійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,208,649.00",2106902,243531,59839,0,0,0,0,350189,1372855,0,0,0,0,0,0,0,15.67,0,0,0,0,2,3,0,0,"Peugeot 301 1199; 53; 442,2;ВАЗ 211440 1596; 59,6; 412,2","Peugeot Expert 1997; 120; 513,5;ВАЗ 211140 1596; 59,6; 412,2;BMW X6 2979; 225; 487,7",2013;2011,2013;2011;2009,парламент,4.963019082,1.743187642,0,1000000,0,1.5,http://declarations.com.ua/declaration/chesno_1887,,,Головко,Валерій,Анатолійович
552,chesno_1915,Циркін Ігор Маркович,Циркін,Ігор,Маркович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,212,257.00",14071,228716,11501,0,0,0,0,581477,0,35094,0,0,0,0,0,48.7,0,0,0,0,0,2,1,0,0,Geely Emgrand 7 1800 куб.см;Hyundai H1 2500 куб.см,Porsche Cayenne 4806 куб.см,2013;2011,2010,парламент,5.300271953,0.0116072747,0,0,0,0.5,http://declarations.com.ua/declaration/chesno_1915,,,Циркін,Ігор,Маркович
11497,4051,Ложкін Борис Євгенович,Ложкін,Борис,Євгенович,Глава,Адміністрація президента / Секретаріат президента,Загальнодержавний регіон,2013,"1,216,389.00",8045997,1171429,296973,0,0,29000,0,0,7748213,0,0,0,0,121,3600000,290.5,203.8,0,0,0,0,2,0,0,0,"Lexus,GX;Lexus,LX;",;;,2010;2013;,;;,офіс президента,1.038380474,6.614657811,0,0.7015490534,0,0,http://declarations.com.ua/declaration/4051,,,Ложкін,Борис,Євгенович
10051,vulyk_25_34,Клименко Юлія Леонідівна,Клименко,Юлія,Леонідівна,заступник міністра економічного розвитку і торгівлі україни - керівник апарату,Міністерство економічного розвитку і торгівлі / Міністерство економіки,Загальнодержавний регіон,2014,"1,221,113.00",501353,985460.97,0,0,0,0,0,1200,135000,0,0,0,0,20500,0,161.8,379.5,0,0,2688.6,0,1,3,0,0,Toyota Corolla;;;,Toyota Camry;Toyota Sequoia;Toyota Land Cruiser;,2014;;;,2008;2010;2003;,міністерство,1.23912873,0.4105705205,0,2.345488257,0,3,http://declarations.com.ua/declaration/vulyk_25_34,,,Клименко,Юлія,Леонідівна
3203,1801,Матросов Олександр Олексійович,Матросов,Олександр,Олексійович,Помічник міністра,Міністерство юстиції,Загальнодержавний регіон,2013,"1,222,540.22",0,12067.22,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0,"ВАЗ,21011;;",;;,1976;;,;;,юстиція,101.3108421,0,0,0,0,0,http://declarations.com.ua/declaration/1801,,,Матросов,Олександр,Олексійович
8407,chesno_200,Мельничук Лариса Юріївна,Мельничук,Лариса,Юріївна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"1,224,152.00",2720260,1224152,0,0,0,0,0,0,2720260,0,0,0,0,17200000,0,96.5,96.5,450,0,0,0,2,1,0,0,Hyundai Elantra 1600 см3;Lexus RX 300 3000 см3,Lexus GX 460 4600 см3,2004;2005,2010,парламент,1,2.222158686,0,1,0,0.5,http://declarations.com.ua/declaration/chesno_200,,,Мельничук,Лариса,Юріївна
536,chesno_861,Турчинов Олександр Валентинович,Турчинов,Олександр,Валентинович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"1,224,292.00",1824565,239213,52257,0,0,0,0,985079,30488,0,0,0,0,579889,0,0,381.8,0,0,0,0,0,1,0,0,,"Toyota Highlander 3500; 183; 478,5",,2013,парламент,5.11799944,1.49030215,0,1000000,0,1000000,http://declarations.com.ua/declaration/chesno_861,,,Турчинов,Олександр,Валентинович
869,5257,Балюк Микола Іванович,Балюк,Микола,Іванович,Суддя,Верховний суд,Загальнодержавний регіон,2013,"1,229,685.00",363500,393997,0,0,0,0,0,0,0,14911,0,0,0,0,0,66,136.4,0,0,0,0,1,0,0,0,"ЗАЗ,Таврия;;",;;,1995;;,;;,суд,3.121051683,0.2956041588,0,2.066666667,0,0,http://declarations.com.ua/declaration/5257,,,Балюк,Микола,Іванович
10725,vulyk_1_106,Глуханчук Олег Васильович,Глуханчук,Олег,Васильович,"голова одеського окружного адміністративного суду, суддя цього суду",Адміністративний місцевий суд,Одеська область,2013,"1,238,322.00",400304,245236,0,486,0,0,0,0,0,0,0,0,0,4796,0,0,0,0,0,2500,900,1,1,0,0,Toyota Land Cruiser 200;;;,Audi Q7;;;,2008;;;,2010;;;,суд,5.049511491,0.3232632546,0.36,0,0,1,http://declarations.com.ua/declaration/vulyk_1_106,,,Глуханчук,Олег,Васильович
